Name,Notes,slide
Colon Tumor Matched Pair Tissue Array - 24 colon tumor/adjacent normal pairs. Plus positive control and negative control,http://www.biochain.com/product/colon-tumor-matched-pair-tissue-array-24-colon-tumoradjacent-normal-pairs-plus-positive-control-and-negative-control-2/,T8235790D-5-C210054
"Paraffin Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue I, 7 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-i-7-different-tissues/,T8236444Alz-C303383
"Paraffin Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue II, 7 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-ii-7-different-tissues/,T8236445Alz-C303386
"Paraffin Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue III, 8 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-iii-8-different-tissues/,T8236446Alz-C308154
"Paraffin Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue IV, 7 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-iv-7-different-tissues/,T8236564Alz-C304026
Paraffin Tissue Section Panel - Mouse Whole Brain Segmentation Panel,http://www.biochain.com/product/paraffin-tissue-section-panel-mouse-whole-brain-segmentation-panel/,T8334035-C305107
"Paraffin Tissue Section Panel - Mouse Normal Tissue, Multi-tissue III",http://www.biochain.com/product/paraffin-tissue-section-panel-mouse-normal-tissue-multi-tissue-iii/,T8334423-A601079
"Paraffin Tissue Section Panel - Mouse Normal Tissue, Multi-tissue I",http://www.biochain.com/product/paraffin-tissue-section-panel-mouse-normal-tissue-multi-tissue-i/,T8334447-C203032
"Paraffin Tissue Section Panel - Mouse Normal Tissue, Multi-tissue II",http://www.biochain.com/product/paraffin-tissue-section-panel-mouse-normal-tissue-multi-tissue-ii/,T8334608-B810148
"Paraffin Tissue Section Panel - Rat Normal Tissue, Multi-tissue III",http://www.biochain.com/product/paraffin-tissue-section-panel-rat-normal-tissue-multi-tissue-iii/,T8434423-A705208
"Paraffin Tissue Section Panel - Rat Normal Tissue, Multi-tissue I",http://www.biochain.com/product/paraffin-tissue-section-panel-rat-normal-tissue-multi-tissue-i/,T8434448-B910081
"Paraffin Tissue Section Panel - Rat Normal Tissue, Multi-tissue II",http://www.biochain.com/product/paraffin-tissue-section-panel-rat-normal-tissue-multi-tissue-ii/,T8434608-A609264
"Paraffin Tissue Section Panel - Monkey (Rhesus) Normal Tissue, Multi-tissue III",http://www.biochain.com/product/paraffin-tissue-section-panel-monkey-rhesus-normal-tissue-multi-tissue-iii/,T8534423-A601076
"Paraffin Tissue Section Panel - Monkey (Cynomolgus) Normal Tissue, Multi-tissue III, 8 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-monkey-cynomolgus-normal-tissue-multi-tissue-iii-8-different-tissues/,T8534423-Cy-A811223
"Paraffin Tissue Section Panel - Monkey (Rhesus) Normal Tissue, Multi-tissue I",http://www.biochain.com/product/paraffin-tissue-section-panel-monkey-rhesus-normal-tissue-multi-tissue-i/,T8534448-A604429
"Paraffin Tissue Section Panel - Monkey (Cynomolgus) Normal Tissue, Multi-tissue I, 8 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-monkey-cynomolgus-normal-tissue-multi-tissue-i-8-different-tissues/,T8534448-Cy-B903218
"Paraffin Tissue Section Panel - Monkey (Cynomolgus) Normal Tissue, Multi-tissue II",http://www.biochain.com/product/paraffin-tissue-section-panel-monkey-cynomolgus-normal-tissue-multi-tissue-ii/,T8534608-Cy-C211223
"AnaPrep Tissue DNA Extraction Kit  (48) For extracting genomic DNA from a variety of animal tissues, swab, and blood stains",http://www.biochain.com/product/anaprep-tissue-dna-extraction-kit-48-for-extracting-genomic-dna-from-a-variety-of-animal-tissues-swab-and-blood-stains/,Z1322004
AnaPrep FFPE DNA Extraction Kit (48) For extracting genomic DNA from formalin-fixed paraffin-embedded tissue (FFPE) samples,http://www.biochain.com/product/anaprep-ffpe-dna-extraction-kit-48-for-extracting-genomic-dna-from-formalin-fixed-paraffin-embedded-tissue-ffpe-samples/,Z1322009
Breast Tumor Tissue Array - duplicated 70 cases covering all the common types of breast cancer and 5 cases of normal and other non-malignant breast tissues I,http://www.biochain.com/product/breast-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-breast-cancer-and-5-cases-of-normal-and-other-non-malignant-breast-tissues-i/,Z7020004-C401168
Breast Tumor Tissue Array - Duplicated 70 cases covering all the common types of breast cancer and 5 cases of normal and other non-malignant breast tissues II,http://www.biochain.com/product/breast-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-breast-cancer-and-5-cases-of-normal-and-other-non-malignant-breast-tissues-ii/,Z7020005
"Breast Tumor Tissue Array - 16 cases of breast cancer, each in duplicates, paired with adjacent normal tissues",http://www.biochain.com/product/breast-tumor-tissue-array-16-cases-of-breast-cancer-each-in-duplicates-paired-with-adjacent-normal-tissues/,Z7020007-C507053
Breast Tumor Tissue Array - Duplicated 36 cases covering all the common types of breast cancer and 12 cases of normal and other non-malignant breast tissues I,http://www.biochain.com/product/breast-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-breast-cancer-and-12-cases-of-normal-and-other-non-malignant-breast-tissues-i/,Z7020008-C507049
Breast Tumor Tissue Array - Duplicated 36 cases covering all the common types of breast cancer and 12 cases of normal and other non-malignant breast tissues II,http://www.biochain.com/product/breast-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-breast-cancer-and-12-cases-of-normal-and-other-non-malignant-breast-tissues-ii/,Z7020009-B507119
"Breast Tumor Tissue Array - 6 types, 18 cases of normal, reactive and neoplastic conditions of the breast",http://www.biochain.com/product/breast-tumor-tissue-array-6-types-18-cases-of-normal-reactive-and-neoplastic-conditions-of-the-breast/,Z7020010-C501516
"Cardiovascular Disease Tissue Array - 23 cases of normal, reactive and neoplastic cardiovascular conditions. Designed for blood vessel or endothelial cell related studies.",http://www.biochain.com/product/cardiovascular-disease-tissue-array-23-cases-of-normal-reactive-and-neoplastic-cardiovascular-conditions-designed-for-blood-vessel-or-endothelial-cell-related-studies/,Z7020011-B508117
Cervical Tumor Tissue Array - Duplicated 70 cases of cervical cancer and 5 cases of normal and other non-malignant cervical tissues.,http://www.biochain.com/product/cervical-tumor-tissue-array-duplicated-70-cases-of-cervical-cancer-and-5-cases-of-normal-and-other-non-malignant-cervical-tissues/,Z7020013-C603394
Cervical Tumor Tissue Array - 12 cases of cervical cancer paired with adjacent normal tissues,http://www.biochain.com/product/cervical-tumor-tissue-array-12-cases-of-cervical-cancer-paired-with-adjacent-normal-tissues/,Z7020014-B508120
Cervical Tumor Tissue Array â€“ Duplicated 39 cases of cervical cancer and 9 cases of normal and other non-malignant cervical tissues,http://www.biochain.com/product/cervical-tumor-tissue-array-duplicated-36-cases-of-cervical-cancer-and-12-cases-of-normal-and-other-non-malignant-cervical-tissues/,Z7020015-B508121
Cervical Tumor Tissue Array - 48 cases of uninvolved and cancerous tissues of the cervix in duplicates,http://www.biochain.com/product/cervical-tumor-tissue-array-48-cases-of-uninvolved-and-cancerous-tissues-of-the-cervix-in-duplicates/,Z7020016-B508122
"Digestive System Disease Tissue Array - 38 cases of normal, inflammatory and tumor tissues from the digestive tract and glands",http://www.biochain.com/product/digestive-system-disease-tissue-array-38-cases-of-normal-inflammatory-and-tumor-tissues-from-the-digestive-tract-and-glands/,Z7020020-B508125
Endometrial Tumor Tissue Array - Duplicated 70 cases of endometrial cancer and 5 cases of  normal and other non-malignant endometrial tissues.,http://www.biochain.com/product/endometrial-tumor-tissue-array-duplicated-70-cases-of-endometrial-cancer-and-5-cases-of-normal-and-other-non-malignant-endometrial-tissues/,Z7020022-B508127
Endometrial Tumor Tissue Array - 12 cases of endometrial cancer paired with adjacent normal tissues,http://www.biochain.com/product/endometrial-tumor-tissue-array-12-cases-of-endometrial-cancer-paired-with-adjacent-normal-tissues/,Z7020023-B508128
Endometrial Tumor Tissue Array - Duplicated 36 cases of endometrial cancer and 12 cases of normal and other non-malignant endometrial tissues.,http://www.biochain.com/product/endometrial-tumor-tissue-array-duplicated-36-cases-of-endometrial-cancer-and-12-cases-of-normal-and-other-non-malignant-endometrial-tissues/,Z7020024-B507002
Endometrial Tumor Tissue Array - 48 cases of uninvolved and cancerous tissues of the endometrium in duplicates,http://www.biochain.com/product/endometrial-tumor-tissue-array-48-cases-of-uninvolved-and-cancerous-tissues-of-the-endometrium-in-duplicates/,Z7020025-B508129
"Esophageal Tumor Tissue Array - 70 cases of esophageal cancers of different grades and stages, and 5 cases of normal and other non-malignant esophageal tissues.",http://www.biochain.com/product/esophageal-tumor-tissue-array-70-cases-of-esophageal-cancers-of-different-grades-and-stages-and-5-cases-of-normal-and-other-non-malignant-esophageal-tissues/,Z7020026-B507027
"Esophagus Tumor Tissue Array - 12 cases of esophageal cancer, each in duplicates, paired with adjacent normal tissues",http://www.biochain.com/product/esophagus-tumor-tissue-array-12-cases-of-esophageal-cancer-each-in-duplicates-paired-with-adjacent-normal-tissues/,Z7020027-B507029
Esophageal Tumor Tissue Array - Duplicated 36 cases of esophageal cancer and 12 cases of normal and other non-malignant esophageal tissues.,http://www.biochain.com/product/esophageal-tumor-tissue-array-duplicated-36-cases-of-esophageal-cancer-and-12-cases-of-normal-and-other-non-malignant-esophageal-tissues/,Z7020029-C511380
"Esophagus Tumor Tissue Array - 48 cases of normal, inflammatory,Â and cancerous (different grades & stages) tissues of the esophagus in duplicates",http://www.biochain.com/product/esophagus-tumor-tissue-array-48-cases-of-normal-inflammatory-and-cancerous-different-grades-stages-tissues-of-the-esophagus-in-duplicates/,Z7020030-B507094
"Stomach Tumor Tissue Array - 16 cases of gastric cancer, each in duplicates, paired with corresponding uninvolved tissues from the same patients",http://www.biochain.com/product/stomach-tumor-tissue-array-16-cases-of-gastric-cancer-each-in-duplicates-paired-with-corresponding-uninvolved-tissues-from-the-same-patients/,Z7020031-B610117
Colon Tumor Tissue Array - Duplicated 70 cases covering all the common types of colon cancer and 5 cases of normal and other non-malignant colon tissues I,http://www.biochain.com/product/colon-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-colon-cancer-and-5-cases-of-normal-and-other-non-malignant-colon-tissues-i/,Z7020032-C502066
Colon Tumor Tissue Array - Duplicated 70 cases covering all the common types of colon cancer and 5 cases of normal and other non-malignant colon tissues II,http://www.biochain.com/product/colon-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-colon-cancer-and-5-cases-of-normal-and-other-non-malignant-colon-tissues-ii/,Z7020033-B508132
"Colon Tumor Tissue Array - 16 cases of colon cancer, each in duplicates, paired with adjacent normal tissues.",http://www.biochain.com/product/colon-tumor-tissue-array-16-cases-of-colon-cancer-each-in-duplicates-paired-with-adjacent-normal-tissues/,Z7020035-B508134
Colon Tumor Tissue Array - Duplicated 36 cases covering all the common types of colon cancer and 12 cases of normal and other non-malignant colon tissues II,http://www.biochain.com/product/colon-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-colon-cancer-and-12-cases-of-normal-and-other-non-malignant-colon-tissues-ii/,Z7020036-C503016
Colon Tumor Tissue Array - Duplicated 36 cases covering all the common types of colon cancer and 12 cases of normal and other non-malignant colon tissues.,http://www.biochain.com/product/colon-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-colon-cancer-and-12-cases-of-normal-and-other-non-malignant-colon-tissues/,Z7020037-B508136
Multiple Tumor Tissue Array - 24 duplicated cases of gastrointestinal stroma tumor with various grades and stages.,http://www.biochain.com/product/multiple-tumor-tissue-array-24-duplcated-cases-of-gastrointestinal-stroma-tumor-with-various-grades-and-stages/,Z7020038-B508137
Rectum Tumor Tissue Array - Duplicated 70 cases covering all the common types of rectal cancer and 5 cases of normal and other non-malignant rectal tissues I,http://www.biochain.com/product/rectum-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-rectal-cancer-and-5-cases-of-normal-and-other-non-malignant-rectal-tissues-i/,Z7020039-B508138
Rectum Tumor Tissue Array - Duplicated 70 cases covering all the common types of rectal cancer and 5 cases of normal and other non-malignant rectal tissues II,http://www.biochain.com/product/rectum-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-rectal-cancer-and-5-cases-of-normal-and-other-non-malignant-rectal-tissues-ii/,Z7020040-B508139
"Rectum Tumor Tissue Array - 16 cases of rectum cancer, each in duplicates, paired with adjacent normal tissues",http://www.biochain.com/product/rectum-tumor-tissue-array-16-cases-of-rectum-cancer-each-in-duplicates-paired-with-adjacent-normal-tissues/,Z7020042-B508141
Rectum Tumor Tissue Array - Duplicated 36 cases covering all the common types of rectal cancer and 12 cases of normal and other non-malignant rectal tissues.,http://www.biochain.com/product/rectum-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-rectal-cancer-and-12-cases-of-normal-and-other-non-malignant-rectal-tissues/,Z7020043-B508142
"Rectum Tumor Tissue Array - 48 cases of normal, reactive and cancerous (different grades & stages) tissues of the rectum in duplicates",http://www.biochain.com/product/rectum-tumor-tissue-array-48-cases-of-normal-reactive-and-cancerous-different-grades-stages-tissues-of-the-rectum-in-duplicates/,Z7020044-B508143
Stomach Tumor Tissue Array - Duplicated 70 cases covering all the common types of stomach cancer and 5 cases of normal and other non-malignant stomach tissues I,http://www.biochain.com/product/stomach-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-stomach-cancer-and-5-cases-of-normal-and-other-non-malignant-stomach-tissues-i/,Z7020045
Stomach Tumor Tissue Array - Duplicated 70 cases covering all the common types of stomach cancer and 5 cases of  normal and other non-malignant stomach tissues II,http://www.biochain.com/product/stomach-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-stomach-cancer-and-5-cases-of-normal-and-other-non-malignant-stomach-tissues-ii/,Z7020046-C603395
Stomach Tumor Tissue Array - Duplicated 36 cases covering all the common types of stomach cancer and 12 cases of normal and other non-malignant stomach tissues.,http://www.biochain.com/product/stomach-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-stomach-cancer-and-12-cases-of-normal-and-other-non-malignant-stomach-tissues/,Z7020048-B508146
